"","name","season","TOT","X.x","age.x","games_played","pen_min","plus_minus","goals_ev","goals_pp","goals_sh","goals_gw","assists_ev","assists_pp","assists_sh","shot_pct","shots_attempted","shot_pct.1","shots_attempted.1","time_on_ice_avg","hits","blocks","takeaways","giveaways","X.y","age.y","corsi_for","corsi_against","corsi_pct","corsi_rel_pct","fenwick_for","fenwick_against","fenwick_pct","fenwick_rel_pct","on_ice_shot_pct","on_ice_sv_pct","pdo","zs_offense_pct","zs_defense_pct"
"160","pisanfe01","2002-03","EDM",1,31,35,10,"9",7,0,1,0,5,0,0,"25.0",NA,"25.0",NA,"10:43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","pisanfe01","2003-04","EDM",2,32,76,46,"14",11,4,1,1,14,0,0,"16.2",NA,"16.2",NA,"12:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","pisanfe01","2005-06","EDM",3,33,80,42,"5",13,4,1,2,14,5,0,"13.7",NA,"13.7",NA,"13:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","pisanfe01","2006-07","CHI",4,34,77,40,"-1",11,2,1,0,11,2,1,"9.9",NA,"9.9",NA,"16:54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","potito01","1998-99","WSH",1,30,73,42,"10",3,2,0,3,9,7,0,"5.3",NA,"5.3",NA,"19:33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","potito01","1999-00","WSH",2,31,76,65,"8",6,2,1,1,15,11,0,"7.2",NA,"7.2",NA,"24:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","potito01","2000-01","WSH",3,32,81,60,"-4",6,6,0,3,7,12,1,"7.5",NA,"7.5",NA,"22:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","potito01","2001-02","WSH",4,33,66,44,"-10",0,2,0,1,11,10,2,"1.8",NA,"1.8",NA,"24:04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","potito01","2001-02","WSH",5,35,55,42,"-6",0,1,0,0,7,7,2,"1.0",NA,"1.0",NA,"24:32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","reasoma01","1998-99","EDM",1,30,22,8,"2",2,1,0,0,3,4,0,"9.1",NA,"9.1",NA,"13:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","reasoma01","1999-00","ATL",2,31,32,20,"9",7,3,0,0,9,5,0,"19.6",NA,"19.6",NA,"15:20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","reasoma01","2000-01","ATL",3,32,41,14,"-5",4,0,0,0,2,6,1,"6.2",NA,"6.2",NA,"14:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","reasoma01","2001-02","FLA",4,33,52,41,"0",3,3,0,2,4,1,0,"9.1",NA,"9.1",NA,"11:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","reasoma01","2002-03","NYI",5,34,70,28,"19",7,2,2,0,15,3,2,"10.8",NA,"10.8",NA,"14:50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","reasoma01","2003-04","NYI",6,35,17,10,"5",2,0,0,0,4,1,1,"7.1",NA,"7.1",NA,"16:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","rozsimi01","1999-00","NYR",1,29,75,48,"11",3,1,0,1,17,0,0,"5.5",NA,"5.5",NA,"19:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","rozsimi01","2000-01","NYR",2,30,30,26,"3",1,0,0,0,3,1,0,"5.9",NA,"5.9",NA,"17:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","rozsimi01","2001-02","NYR",3,31,79,47,"-6",5,4,0,4,13,7,0,"10.1",NA,"10.1",NA,"20:01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","rozsimi01","2002-03","TOT",4,32,53,40,"-5",3,1,0,0,3,3,0,"6.6",NA,"6.6",NA,"20:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","rozsimi01","2005-06","NYR",5,32,82,90,"<str",2,3,0,3,16,8,1,"4.3",NA,"4.3",NA,"22:27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","rozsimi01","2006-07","PHX",6,32,80,52,"10",3,7,0,3,15,13,2,"9.6",NA,"9.6",NA,"23:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","rozsimi01","2007-08","PHX",7,33,80,80,"0",5,6,2,0,13,12,0,"10.2",269,"10.2",269,"24:33",93,129,58,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","rozsimi01","2008-09","CHI",8,34,76,52,"-7",5,3,0,2,9,11,2,"6.7",277,"6.7",277,"22:31",90,113,37,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","rozsimi01","2009-10","CHI",9,35,82,78,"3",2,1,0,1,16,3,1,"3.8",179,"3.8",179,"21:26",136,130,34,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","rozsimi01","2010-11","CHI",10,36,65,42,"6",4,2,0,3,9,6,0,"10.9",136,"10.9",136,"21:00",100,108,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","rozsimi01","2010-11","CHI",11,37,32,22,"3",3,0,0,1,6,6,0,"12.5",79,"12.5",79,"22:03",45,47,16,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","rozsimi01","2010-11","CHI",12,38,33,20,"3",1,2,0,2,3,0,0,"9.7",57,"9.7",57,"19:59",55,61,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","saleiru01","1996-97","TOT",1,33,30,37,"-8",0,0,0,0,1,0,0,"0.0",NA,"0.0",NA,"</td>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","saleiru01","1997-98","FLA",2,33,66,70,"7",4,1,0,0,6,4,0,"4.8",NA,"4.8",NA,"</td>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","saleiru01","1998-99","COL",3,33,74,65,"1",1,1,0,0,6,8,0,"1.6",NA,"1.6",NA,"22:03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","saleiru01","1999-00","COL",4,34,71,94,"3",4,1,0,0,3,2,0,"4.3",NA,"4.3",NA,"20:21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","saleiru01","2000-01","COL",5,35,50,70,"-14",1,0,0,0,5,0,0,"1.4",NA,"1.4",NA,"20:40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","saleiru01","2001-02","DET",6,36,82,97,"-10",4,0,0,1,6,1,0,"4.2",NA,"4.2",NA,"21:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","salosa01","1998-99","VAN",1,33,61,24,"20",5,2,0,1,6,6,0,"6.6",NA,"6.6",NA,"19:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","salosa01","1999-00","VAN",2,34,37,2,"6",3,3,0,1,6,2,0,"7.1",NA,"7.1",NA,"20:18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","salosa01","2000-01","VAN",3,35,31,10,"9",1,1,0,0,5,11,0,"3.3",NA,"3.3",NA,"19:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","salosa01","2001-02","VAN",4,36,66,14,"1",2,1,1,2,9,5,0,"3.3",NA,"3.3",NA,"19:52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","salosa01","2002-03","VAN",5,37,79,10,"9",5,4,0,1,12,5,4,"7.1",NA,"7.1",NA,"20:08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","salosa01","2003-04","TBL",6,38,74,22,"8",2,5,0,2,8,10,1,"4.9",NA,"4.9",NA,"22:14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","salosa01","2005-06","TBL",7,39,59,38,"9",1,9,0,2,11,11,1,"7.1",NA,"7.1",NA,"24:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","saricco01","1998-99","CGY",1,29,4,0,"3",0,0,0,0,0,0,0,"0.0",NA,"0.0",NA,"13:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","saricco01","1999-00","CGY",2,30,59,77,"-6",0,0,0,0,4,1,1,"0.0",NA,"0.0",NA,"18:34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","saricco01","1999-00","CGY",3,31,42,35,"2",0,0,0,0,3,1,0,"0.0",NA,"0.0",NA,"17:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","saricco01","1999-00","CGY",4,32,17,42,"-8",0,0,0,0,1,0,1,"0.0",NA,"0.0",NA,"20:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","saricco01","2000-01","CGY",5,33,73,106,"-25",1,0,0,1,7,0,1,"1.5",NA,"1.5",NA,"18:44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","saricco01","2001-02","CGY",6,34,72,105,"-4",0,0,0,0,10,0,1,"0.0",NA,"0.0",NA,"16:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","saricco01","2002-03","COL",7,35,82,63,"-3",5,0,0,2,7,0,2,"6.3",NA,"6.3",NA,"19:36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","simjo01","1998-99","NYI",1,30,7,12,"1",1,0,0,0,0,0,0,"12.5",NA,"12.5",NA,"11:26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","simjo01","1999-00","NYI",2,31,25,10,"4",3,2,0,1,3,0,0,"11.4",NA,"11.4",NA,"10:51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","simjo01","2000-01","NYI",3,32,15,6,"-2",0,0,0,0,2,1,0,"0.0",NA,"0.0",NA,"8:47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","simjo01","2001-02","NYI",4,33,26,10,"-3",2,1,0,0,0,0,0,"7.0",NA,"7.0",NA,"9:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","sturmma01","1997-98","BOS",1,29,74,40,"-2",8,2,0,3,16,4,0,"8.5",NA,"8.5",NA,"</td>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","sturmma01","1998-99","BOS",2,30,78,52,"7",11,3,2,3,12,8,2,"11.4",NA,"11.4",NA,"15:23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","sturmma01","1999-00","BOS",3,31,74,22,"4",6,2,4,3,14,0,1,"10.0",NA,"10.0",NA,"14:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","sturmma01","2000-01","TOT",4,32,81,28,"9",9,2,3,5,16,2,0,"9.2",NA,"9.2",NA,"16:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","sturmma01","2001-02","LAK",5,32,77,32,"23",14,4,3,5,18,2,0,"12.1",NA,"12.1",NA,"15:39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","sturmma01","2002-03","WSH",6,32,82,16,"9",22,6,0,2,12,8,0,"13.5",NA,"13.5",NA,"16:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","sturmma01","2003-04","TOT",7,33,64,36,"0",9,10,2,6,12,8,0,"13.3",NA,"13.3",NA,"16:25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","sturmma01","2005-06","FLA",9,33,23,16,"-8",3,3,0,0,4,5,1,"12.5",NA,"12.5",NA,"17:28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","sturmma01","2005-06","VAN",8,33,74,48,"6",21,8,0,6,19,9,2,"16.1",NA,"16.1",NA,"18:21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","whiteco01","1999-00","NJD",1,30,21,40,"3",2,0,0,1,1,0,0,"6.9",NA,"6.9",NA,"14:45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","whiteco01","2000-01","NJD",2,31,82,155,"32",1,0,0,1,13,4,2,"0.9",NA,"0.9",NA,"19:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","whiteco01","2001-02","NJD",3,32,73,133,"6",2,0,0,0,3,0,0,"2.5",NA,"2.5",NA,"20:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","whiteco01","2002-03","NJD",4,33,72,98,"19",5,0,0,1,7,1,0,"6.2",NA,"6.2",NA,"19:41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","whiteco01","2003-04","SJS",5,34,75,96,"10",2,0,0,0,10,1,0,"3.3",NA,"3.3",NA,"21:02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","whitftr01","2000-01","STL",1,31,61,35,"3",2,0,0,0,4,0,0,"4.3",NA,"4.3",NA,"9:39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","whitftr01","2001-02","BOS",2,32,25,28,"-2",0,0,0,0,1,0,0,"0.0",NA,"0.0",NA,"7:19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","whitftr01","2001-02","BOS",3,34,24,28,"-3",0,0,0,0,1,0,0,"0.0",NA,"0.0",NA,"7:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","willsbr01","1999-00","LAK",1,29,1,0,"0",0,0,0,0,0,0,0,"0.0",NA,"0.0",NA,"8:16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","willsbr01","2001-02","COL",2,30,56,14,"4",5,2,0,1,6,1,0,"10.6",NA,"10.6",NA,"11:24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","willsbr01","2002-03","COL",3,31,12,15,"0",0,0,0,0,1,0,0,"0.0",NA,"0.0",NA,"9:36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","willsbr01","2003-04","WSH",4,32,49,18,"-7",8,1,1,1,4,1,0,"11.8",NA,"11.8",NA,"12:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","zubruda01","1996-97","NJD",1,29,68,22,"3",7,1,0,2,11,2,0,"11.3",NA,"11.3",NA,"</td>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","zubruda01","1997-98","NJD",2,30,69,42,"29",7,1,0,5,22,3,0,"7.9",NA,"7.9",NA,"</td>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","zubruda01","1998-99","NJD",5,33,17,4,"-3",3,0,0,1,4,1,0,"9.7",NA,"9.7",NA,"16:53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","zubruda01","1998-99","NJD",3,31,80,29,"-8",5,0,1,1,9,1,0,"7.5",NA,"7.5",NA,"12:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","zubruda01","1998-99","NJD",4,32,63,25,"-5",2,0,1,0,5,0,0,"6.1",NA,"6.1",NA,"11:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","zubruda01","1999-00","NJD",6,34,73,54,"-1",11,3,0,1,22,6,0,"10.1",NA,"10.1",NA,"17:37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","zubruda01","2000-01","NJD",7,35,61,37,"-11",9,4,0,0,9,4,0,"15.7",NA,"15.7",NA,"17:26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","zubruda01","2000-01","NJD",8,36,49,30,"-7",9,3,0,0,8,4,0,"17.1",NA,"17.1",NA,"18:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","zubruda01","2000-01","SJS",9,37,12,7,"-4",0,1,0,0,1,0,0,"7.7",NA,"7.7",NA,"13:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","zyuzian01","1997-98","CHI",1,30,56,66,"8",4,2,0,2,5,2,0,"8.3",NA,"8.3",NA,"</td>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
