Year,Name,Order,Team,Pos,Games,TOI,TOIPG
20132014,Ryan Suter,1,MIN,D,82,"2,411",29.40
20132014,Erik Karlsson,2,OTT,D,82,"2,219",27.06
20132014,Brian Campbell,3,FLA,D,82,"2,210",26.95
20132014,Shea Weber,4,NSH,D,79,"2,125",26.90
20132014,Oliver Ekman-Larsson,5,PHO,D,80,"2,071",25.89
20132014,Alex Pietrangelo,6,STL,D,81,"2,054",25.36
20132014,Andrei Markov,7,MON,D,81,"2,044",25.23
20132014,Jack Johnson,8,CLS,D,82,"2,023",24.67
20132014,Andrew MacDonald,9,PHI,D,82,"2,019",24.62
20132014,P.K. Subban,10,MON,D,82,"2,018",24.61
20132014,Andy Greene,11,NJ,D,82,"2,015",24.57
20132014,John Carlson,12,WAS,D,82,"2,010",24.51
20132014,Drew Doughty,13,LA,D,78,"2,005",25.71
20132014,Keith Yandle,14,PHO,D,82,"1,979",24.13
20132014,Jay Bouwmeester,15,STL,D,82,"1,971",24.04
20132014,Alex Goligoski,16,DAL,D,81,"1,969",24.31
20132014,Tobias Enstrom,17,WPG,D,82,"1,959",23.89
20132014,T.J. Brodie,18,CGY,D,81,"1,949",24.06
20132014,Duncan Keith,19,CHI,D,79,"1,947",24.65
20132014,Niklas Kronwall,20,DET,D,79,"1,920",24.30
20132014,Ryan McDonagh,21,NYR,D,77,"1,910",24.81
20132014,Roman Josi,22,NSH,D,72,"1,902",26.42
20132014,Zdeno Chara,23,BOS,D,77,"1,898",24.65
20132014,Dan Hamhuis,24,VAN,D,79,"1,892",23.95
20132014,Christian Ehrhoff,25,BUF,D,79,"1,889",23.91
20132014,Jonas Brodin,26,MIN,D,79,"1,888",23.90
20132014,Dion Phaneuf,27,TOR,D,80,"1,885",23.56
20132014,Dan Girardi,28,NYR,D,81,"1,872",23.11
20132014,Braydon Coburn,29,PHI,D,82,"1,840",22.44
20132014,Erik Johnson,30,COL,D,80,"1,840",23.00
20132014,Slava Voynov,31,LA,D,82,"1,828",22.29
20132014,Brent Seabrook,32,CHI,D,82,"1,825",22.26
20132014,Matthew Carle,33,TB,D,82,"1,819",22.18
20132014,Dustin Byfuglien,34,WPG,D,78,"1,800",23.08
20132014,Justin Faulk,35,CAR,D,76,"1,779",23.41
20132014,Ron Hainsey,36,CAR,D,82,"1,758",21.44
20132014,Dmitry Kulikov,37,FLA,D,81,"1,757",21.69
20132014,Sidney Crosby,38,PIT,C,80,"1,757",21.96
20132014,Marek Zidlicky,39,NJ,D,81,"1,753",21.64
20132014,Andrej Sekera,40,CAR,D,74,"1,752",23.68
20132014,Jan Hejda,41,COL,D,78,"1,741",22.32
20132014,Kevin Bieksa,42,VAN,D,76,"1,730",22.76
20132014,Justin Schultz,43,EDM,D,74,"1,727",23.34
20132014,Travis Hamonic,44,NYI,D,69,"1,726",25.01
20132014,Jeff Petry,45,EDM,D,80,"1,726",21.58
20132014,Matt Niskanen,46,PIT,D,81,"1,724",21.28
20132014,Niklas Hjalmarsson,47,CHI,D,81,"1,723",21.27
20132014,Justin Braun,48,SJ,D,82,"1,720",20.98
20132014,Anze Kopitar,49,LA,C,82,"1,712",20.88
20132014,Kyle Quincey,50,DET,D,82,"1,706",20.80
20132014,James Wisniewski,51,CLS,D,75,"1,696",22.61
20132014,Martin St. Louis,52,NYR,RW,81,"1,696",20.94
20132014,Phil Kessel,53,TOR,RW,82,"1,694",20.66
20132014,Mark Streit,54,PHI,D,82,"1,692",20.63
20132014,Jason Garrison,55,VAN,D,81,"1,692",20.89
20132014,Brenden Dillon,56,DAL,D,80,"1,687",21.09
20132014,Jake Gardiner,57,TOR,D,80,"1,686",21.08
20132014,James van Riemsdyk,58,TOR,LW,80,"1,684",21.05
20132014,Karl Alzner,59,WAS,D,82,"1,683",20.52
20132014,Victor Hedman,60,TB,D,75,"1,682",22.43
20132014,Patrick Marleau,61,SJ,LW,82,"1,682",20.51
20132014,Ryan Kesler,62,VAN,C,77,"1,679",21.81
20132014,Marc-Edouard Vlasic,63,SJ,D,81,"1,677",20.70
20132014,Claude Giroux,64,PHI,C,82,"1,675",20.43
20132014,Cam Fowler,65,ANH,D,70,"1,670",23.86
20132014,Kevin Shattenkirk,66,STL,D,81,"1,666",20.57
20132014,Chris Butler,67,CGY,D,82,"1,661",20.26
20132014,Bryan Little,68,WPG,C,82,"1,640",20.00
20132014,Ryan Getzlaf,69,ANH,C,77,"1,638",21.27
20132014,Cody Franson,70,TOR,D,79,"1,634",20.68
20132014,Ryan Nugent-Hopkins,71,EDM,C,80,"1,631",20.39
20132014,Marc Methot,72,OTT,D,75,"1,631",21.75
20132014,Joe Pavelski,73,SJ,C,82,"1,627",19.84
20132014,Travis Zajac,74,NJ,C,80,"1,624",20.30
20132014,Nicklas Backstrom,75,WAS,C,82,"1,623",19.79
20132014,Francois Beauchemin,76,ANH,D,70,"1,616",23.09
20132014,Mark Giordano,77,CGY,D,64,"1,614",25.22
20132014,Alex Ovechkin,78,WAS,RW,78,"1,602",20.54
20132014,Eric Staal,79,CAR,C,79,"1,602",20.28
20132014,Tomas Plekanec,80,MON,C,81,"1,601",19.77
20132014,Dan Boyle,81,NYI,D,75,"1,596",21.28
20132014,Andre Benoit,82,COL,D,79,"1,596",20.20
20132014,Mike Green,83,WAS,D,70,"1,591",22.73
20132014,Johnny Boychuk,84,BOS,D,75,"1,589",21.19
20132014,Ryan O'Reilly,85,COL,LW,80,"1,585",19.81
20132014,Corey Perry,86,ANH,RW,81,"1,577",19.47
20132014,Antoine Vermette,87,PHO,C,82,"1,575",19.21
20132014,Kris Russell,88,CGY,D,68,"1,573",23.13
20132014,Anton Stralman,89,NYR,D,81,"1,572",19.41
20132014,Jaromir Jagr,90,NJ,RW,82,"1,570",19.15
20132014,Sean Couturier,91,PHI,C,82,"1,565",19.09
20132014,Kimmo Timonen,92,PHI,D,77,"1,565",20.32
20132014,Jordan Eberle,93,EDM,RW,80,"1,563",19.54
20132014,Tom Gilbert,94,FLA,D,73,"1,557",21.33
20132014,Jonathan Toews,95,CHI,C,76,"1,555",20.46
20132014,Jordan Staal,96,CAR,C,82,"1,553",18.94
20132014,Carl Gunnarsson,97,TOR,D,80,"1,552",19.40
20132014,Joe Thornton,98,SJ,C,82,"1,552",18.93
20132014,Jamie Benn,99,DAL,LW,81,"1,551",19.15
20132014,Patrick Sharp,100,CHI,LW,82,"1,548",18.88
20132014,Johnny Oduya,101,CHI,D,77,"1,548",20.10
20132014,Tyler Seguin,102,DAL,C,80,"1,547",19.34
20132014,Thomas Hickey,103,NYI,D,82,"1,547",18.87
20132014,Troy Brouwer,104,WAS,RW,82,"1,545",18.84
20132014,Willie Mitchell,105,LA,D,76,"1,545",20.33
20132014,Tyler Johnson,106,TB,C,82,"1,540",18.78
20132014,Andrew Ladd,107,WPG,LW,78,"1,538",19.72
20132014,Kyle Turris,108,OTT,C,82,"1,535",18.72
20132014,Blake Wheeler,109,WPG,RW,82,"1,532",18.68
20132014,Brad Richards,110,NYR,C,82,"1,532",18.68
20132014,David Krejci,111,BOS,C,80,"1,529",19.11
20132014,Brooks Orpik,112,PIT,D,72,"1,526",21.19
20132014,Jason Pominville,113,MIN,RW,82,"1,524",18.59
20132014,Jared Spurgeon,114,MIN,D,67,"1,516",22.63
20132014,Hampus Lindholm,115,ANH,D,78,"1,515",19.42
20132014,Ben Lovejoy,116,ANH,D,78,"1,512",19.38
20132014,Gabriel Landeskog,117,COL,LW,81,"1,512",18.67
20132014,Seth Jones,118,NSH,D,77,"1,510",19.61
20132014,Thomas Vanek,119,MON,LW,78,"1,509",19.35
20132014,Tyler Ennis,120,BUF,C,80,"1,508",18.85
20132014,Daniel Sedin,121,VAN,LW,73,"1,504",20.60
20132014,Taylor Hall,122,EDM,LW,75,"1,501",20.01
20132014,T.J. Oshie,123,STL,C,79,"1,499",18.97
20132014,Valtteri Filppula,124,TB,C,75,"1,498",19.97
20132014,Robyn Regehr,125,LA,D,79,"1,497",18.95
20132014,Andrew Ference,126,EDM,D,71,"1,495",21.06
20132014,Chris Higgins,127,VAN,LW,78,"1,495",19.17
20132014,Chris Kunitz,128,PIT,LW,78,"1,494",19.15
20132014,Steve Ott,129,STL,C,82,"1,494",18.22
20132014,Jordie Benn,130,DAL,D,78,"1,494",19.15
20132014,David Perron,131,EDM,LW,78,"1,491",19.12
20132014,Nicklas Grossmann,132,PHI,D,78,"1,490",19.10
20132014,Mike Fisher,133,NSH,C,75,"1,481",19.75
20132014,Derek Stepan,134,NYR,C,82,"1,480",18.05
20132014,Marc Staal,135,NYR,D,72,"1,478",20.53
20132014,Fedor Tyutin,136,CLS,D,69,"1,477",21.41
20132014,Alexander Edler,137,VAN,D,63,"1,467",23.29
20132014,Frans Nielsen,138,NYI,C,80,"1,467",18.34
20132014,Jason Demers,139,SJ,D,75,"1,461",19.48
20132014,Ondrej Palat,140,TB,LW,81,"1,460",18.02
20132014,Jacob Trouba,141,WPG,D,65,"1,458",22.43
20132014,Kyle Okposo,142,NYI,RW,71,"1,450",20.42
20132014,Ryan Johansen,143,CLS,C,82,"1,447",17.65
20132014,Henrik Sedin,144,VAN,C,70,"1,447",20.67
20132014,David Backes,145,STL,C,74,"1,446",19.54
20132014,Jake Muzzin,146,LA,D,76,"1,446",19.03
20132014,Brian Gionta,147,MON,RW,81,"1,445",17.84
20132014,Milan Michalek,148,OTT,LW,82,"1,442",17.59
20132014,Olli Maatta,149,PIT,D,78,"1,442",18.49
20132014,Patrice Bergeron,150,BOS,C,80,"1,439",17.99
20132014,Mike Ribeiro,151,PHO,C,80,"1,439",17.99
20132014,Dainius Zubrus,152,NJ,C,82,"1,439",17.55
20132014,Radim Vrbata,153,PHO,RW,80,"1,436",17.95
20132014,Marco Scandella,154,MIN,D,76,"1,429",18.80
20132014,Mikkel Boedker,155,PHO,LW,82,"1,428",17.41
20132014,Brandon Dubinsky,156,CLS,C,76,"1,426",18.76
20132014,Mason Raymond,157,TOR,LW,82,"1,422",17.34
20132014,Nathan MacKinnon,158,COL,C,82,"1,422",17.34
20132014,Jarome Iginla,159,BOS,RW,78,"1,420",18.21
20132014,Trevor Daley,160,DAL,D,67,"1,416",21.13
20132014,Barret Jackman,161,STL,D,79,"1,416",17.92
20132014,Jakub Voracek,162,PHI,RW,82,"1,414",17.24
20132014,Jiri Hudler,163,CGY,RW,75,"1,413",18.84
20132014,Matt Read,164,PHI,RW,75,"1,409",18.79
20132014,David Legwand,165,DET,C,83,"1,409",16.98
20132014,Mikael Backlund,166,CGY,C,76,"1,408",18.53
20132014,Danny DeKeyser,167,DET,D,65,"1,406",21.63
20132014,Cody Eakin,168,DAL,C,81,"1,403",17.32
20132014,Marcus Johansson,169,WAS,C,80,"1,403",17.54
20132014,Jaden Schwartz,170,STL,LW,80,"1,402",17.53
20132014,Josh Gorges,171,MON,D,66,"1,401",21.23
20132014,Radko Gudas,172,TB,D,73,"1,396",19.12
20132014,Olli Jokinen,173,WPG,C,82,"1,395",17.01
20132014,Jared Cowen,174,OTT,D,68,"1,394",20.50
20132014,Clarke MacArthur,175,OTT,LW,79,"1,393",17.63
20132014,Mike Richards,176,LA,C,82,"1,392",16.98
20132014,Jamie McBain,177,BUF,D,69,"1,391",20.16
20132014,Milan Lucic,178,BOS,LW,80,"1,390",17.38
20132014,Justin Williams,179,LA,RW,82,"1,390",16.95
20132014,Adam Henrique,180,NJ,C,77,"1,390",18.05
20132014,Torey Krug,181,BOS,D,79,"1,383",17.51
20132014,Alexander Steen,182,STL,LW,68,"1,379",20.28
20132014,Wayne Simmonds,183,PHI,RW,82,"1,375",16.77
20132014,Alex Killorn,184,TB,LW,82,"1,375",16.77
20132014,Tomas Fleischmann,185,FLA,LW,80,"1,369",17.11
20132014,Zach Parise,186,MIN,LW,67,"1,368",20.42
20132014,Jason Spezza,187,OTT,C,75,"1,365",18.20
20132014,Jeff Carter,188,LA,RW,72,"1,364",18.94
20132014,Mikko Koivu,189,MIN,C,65,"1,360",20.92
20132014,David Desharnais,190,MON,C,79,"1,358",17.19
20132014,Tyler Myers,191,BUF,D,62,"1,357",21.89
20132014,Nazem Kadri,192,TOR,C,78,"1,356",17.38
20132014,Patrick Kane,193,CHI,RW,69,"1,353",19.61
20132014,Eric Brewer,194,TB,D,77,"1,351",17.55
20132014,Michael Frolik,195,WPG,RW,81,"1,350",16.67
20132014,Max Pacioretty,196,MON,LW,73,"1,349",18.48
20132014,Lee Stempniak,197,PIT,RW,73,"1,347",18.45
20132014,Matt Moulson,198,MIN,LW,75,"1,347",17.96
20132014,Chris Phillips,199,OTT,D,70,"1,345",19.21
20132014,Artem Anisimov,200,CLS,C,81,"1,344",16.59
20132014,Nick Leddy,201,CHI,D,82,"1,342",16.37
20132014,Sergei Gonchar,202,DAL,D,76,"1,338",17.61
20132014,Kevin Klein,203,NYR,D,77,"1,334",17.32
20132014,Teddy Purcell,204,TB,RW,81,"1,333",16.46
20132014,Mike Weaver,205,MON,D,72,"1,330",18.47
20132014,Brad Boyes,206,FLA,RW,78,"1,329",17.04
20132014,Nathan Gerbe,207,CAR,LW,81,"1,328",16.40
20132014,Christopher Tanev,208,VAN,D,64,"1,327",20.73
20132014,Ladislav Smid,209,CGY,D,73,"1,323",18.12
20132014,Mats Zuccarello,210,NYR,LW,77,"1,319",17.13
20132014,Mark Fayne,211,NJ,D,72,"1,318",18.31
20132014,Joel Ward,212,WAS,RW,82,"1,317",16.06
20132014,Scott Hartnell,213,PHI,LW,78,"1,316",16.87
20132014,Marian Hossa,214,CHI,RW,72,"1,315",18.26
20132014,Matt Duchene,215,COL,C,71,"1,313",18.49
20132014,Kyle Brodziak,216,MIN,C,81,"1,313",16.21
20132014,Ryan Murray,217,CLS,D,66,"1,311",19.86
20132014,Max Talbot,218,COL,RW,81,"1,308",16.15
20132014,Brad Marchand,219,BOS,LW,82,"1,307",15.94
20132014,Cody Hodgson,220,BUF,C,72,"1,306",18.14
20132014,Shane Doan,221,PHO,RW,69,"1,306",18.93
20132014,Luke Schenn,222,PHI,D,79,"1,306",16.53
20132014,Brendan Smith,223,DET,D,71,"1,305",18.38
20132014,Paul Stastny,224,COL,C,71,"1,305",18.38
20132014,Drew Stafford,225,BUF,RW,70,"1,304",18.63
20132014,Craig Smith,226,NSH,C,79,"1,295",16.39
20132014,Alexander Semin,227,CAR,RW,65,"1,294",19.91
20132014,Michael Ryder,228,NJ,RW,82,"1,294",15.78
20132014,Brendan Gallagher,229,MON,RW,81,"1,293",15.96
20132014,Brayden Schenn,230,PHI,LW,82,"1,291",15.74
20132014,Sami Salo,231,TB,D,71,"1,291",18.18
20132014,Morgan Rielly,232,TOR,D,73,"1,287",17.63
20132014,Ryan Ellis,233,NSH,D,80,"1,285",16.06
20132014,Mark Stuart,234,WPG,D,69,"1,285",18.62
20132014,Patric Hornqvist,235,NSH,RW,76,"1,281",16.86
20132014,Derick Brassard,236,NYR,C,81,"1,279",15.79
20132014,Evander Kane,237,WPG,LW,63,"1,278",20.29
20132014,Brandon Sutter,238,PIT,C,81,"1,277",15.77
20132014,Michael Stone,239,PHO,D,70,"1,274",18.20
20132014,Zack Smith,240,OTT,C,82,"1,273",15.52
20132014,Joffrey Lupul,241,TOR,LW,69,"1,273",18.45
20132014,Jussi Jokinen,242,PIT,C,81,"1,271",15.69
20132014,Brandon Saad,243,CHI,LW,78,"1,270",16.28
20132014,Jason Chimera,244,WAS,LW,82,"1,264",15.41
20132014,Matt Cooke,245,MIN,LW,82,"1,263",15.40
20132014,Andrew Cogliano,246,ANH,C,82,"1,262",15.39
20132014,Patrik Berglund,247,STL,C,78,"1,261",16.17
20132014,Zach Bogosian,248,WPG,D,55,"1,260",22.91
20132014,Andrew Shaw,249,CHI,C,80,"1,255",15.69
20132014,John Tavares,250,NYI,C,59,"1,253",21.24
20132014,Dustin Brown,251,LA,LW,79,"1,251",15.84
20132014,Michael Cammalleri,252,CGY,C,63,"1,250",19.84
20132014,Matt Bartkowski,253,BOS,D,64,"1,250",19.53
20132014,Nick Bonino,254,ANH,C,77,"1,249",16.22
20132014,David Savard,255,CLS,D,70,"1,248",17.83
20132014,Roman Polak,256,STL,D,72,"1,248",17.33
20132014,Cam Atkinson,257,CLS,RW,79,"1,247",15.78
20132014,Jamie McGinn,258,COL,LW,79,"1,246",15.77
20132014,Tommy Wingels,259,SJ,RW,77,"1,240",16.10
20132014,Jarret Stoll,260,LA,C,78,"1,237",15.86
20132014,Zbynek Michalek,261,PHO,D,59,"1,237",20.97
20132014,Nick Bjugstad,262,FLA,C,76,"1,232",16.21
20132014,Colin Wilson,263,NSH,LW,81,"1,232",15.21
20132014,Sam Gagner,264,EDM,C,67,"1,231",18.37
20132014,Logan Couture,265,SJ,C,65,"1,230",18.92
20132014,Lars Eller,266,MON,C,77,"1,229",15.96
20132014,Derek Morris,267,PHO,D,63,"1,225",19.44
20132014,Dougie Hamilton,268,BOS,D,64,"1,222",19.09
20132014,John Mitchell,269,COL,C,75,"1,220",16.27
20132014,Jeff Skinner,270,CAR,LW,71,"1,220",17.18
20132014,Josh Bailey,271,NYI,LW,77,"1,219",15.83
20132014,Henrik Tallinder,272,BUF,D,64,"1,215",18.98
20132014,Martin Hanzal,273,PHO,C,65,"1,214",18.68
20132014,Tyler Bozak,274,TOR,C,58,"1,214",20.93
20132014,Ryan Callahan,275,TB,RW,65,"1,212",18.65
20132014,Mike Weber,276,BUF,D,68,"1,211",17.81
20132014,Scottie Upshall,277,FLA,RW,76,"1,210",15.92
20132014,Marcel Goc,278,PIT,C,74,"1,208",16.32
20132014,Reilly Smith,279,BOS,RW,82,"1,205",14.70
20132014,Mark Letestu,280,CLS,C,82,"1,204",14.68
20132014,Evgeni Malkin,281,PIT,C,60,"1,203",20.05
20132014,Sean Monahan,282,CGY,C,75,"1,198",15.97
20132014,Charlie Coyle,283,MIN,C,70,"1,196",17.09
20132014,Ales Hemsky,284,OTT,RW,75,"1,196",15.95
20132014,R.J. Umberger,285,CLS,LW,74,"1,196",16.16
20132014,Jay McClement,286,TOR,C,81,"1,195",14.75
20132014,Alex Chiasson,287,DAL,RW,79,"1,194",15.11
20132014,Matt Cullen,288,NSH,C,77,"1,193",15.49
20132014,Bryan Allen,289,ANH,D,68,"1,193",17.54
20132014,Tyson Barrie,290,COL,D,64,"1,186",18.53
20132014,Valeri Nichushkin,291,DAL,RW,79,"1,182",14.96
20132014,Bobby Ryan,292,OTT,LW,70,"1,180",16.86
20132014,Nate Guenin,293,COL,D,68,"1,174",17.26
20132014,Eric Nystrom,294,NSH,LW,79,"1,173",14.85
20132014,Kris Versteeg,295,CHI,LW,81,"1,171",14.46
20132014,Daniel Winnik,296,ANH,LW,76,"1,169",15.38
20132014,Erik Gudbranson,297,FLA,D,65,"1,168",17.97
20132014,Brad Stuart,298,SJ,D,61,"1,168",19.15
20132014,Matt Irwin,299,SJ,D,62,"1,166",18.81
20132014,Patrik Elias,300,NJ,LW,65,"1,162",17.88
20132014,Brent Burns,301,SJ,RW,69,"1,160",16.81
20132014,Drew Miller,302,DET,LW,82,"1,159",14.13
20132014,Dwight King,303,LA,LW,77,"1,158",15.04
20132014,Matt Stajan,304,CGY,C,63,"1,157",18.37
20132014,David Moss,305,PHO,RW,79,"1,157",14.65
20132014,Michael Del Zotto,306,NSH,D,67,"1,152",17.19
20132014,Daniel Alfredsson,307,DET,RW,68,"1,151",16.93
20132014,Joe Colborne,308,CGY,C,80,"1,141",14.26
20132014,Nino Niederreiter,309,MIN,RW,81,"1,141",14.09
20132014,Brian Flynn,310,BUF,C,79,"1,139",14.42
20132014,Jakub Kindl,311,DET,D,66,"1,137",17.23
